bot_lo,bot_hi,bot_lo_name,bot_hi_name,elo_lo,elo_hi,N_normal,N_timelimit,N_abnormal,alpha_normal,alpha_timelimit,alpha_abnormal,W,L,D,n_dur,x_bar,E_A,alpha_win,alpha_draw,alpha_loss,mu_duration,sigma_duration
117,1089,Chance,WorkingAsIntended,1384,1596,0,0,1,4.652125,0.12592,1.22196,0,0,0,0,,0.227871,1.125946,0.05885,3.815204,2.349308,0.219992
167,168,TyrT,sharkbot,1873,1845,57,1,1,61.652125,1.12592,1.22196,34,23,0,57,2.239073,0.540208,36.66925,0.05885,25.2719,2.247963,0.062473
167,201,TyrT,QueenBot,1873,1614,3,0,0,7.652125,0.12592,0.22196,0,3,0,3,2.865156,0.816217,4.03305,0.05885,3.9081,2.542751,0.173919
167,223,TyrT,DominionDog,1873,1890,48,0,3,52.652125,0.12592,3.22196,11,37,0,48,2.884598,0.475555,13.349786,0.05885,39.591364,2.834099,0.06757
167,248,TyrT,Eris,1873,2221,58,0,1,62.652125,0.12592,1.22196,1,57,0,58,2.535504,0.118862,1.587316,0.05885,61.353834,2.520726,0.061976
167,262,TyrT,whalemean,1873,1797,56,0,1,60.652125,0.12592,1.22196,40,16,0,56,2.56487,0.607661,43.002544,0.05885,17.938606,2.547201,0.062983
167,275,TyrT,Lissy,1873,1569,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.851948,4.209605,0.05885,0.731545,2.349308,0.219992
167,338,TyrT,smallBly,1873,1834,48,0,0,52.652125,0.12592,0.22196,27,21,0,48,2.303244,0.555891,29.746741,0.05885,23.194409,2.30759,0.06757
167,340,TyrT,MechaShark,1873,1695,49,0,0,53.652125,0.12592,0.22196,35,14,0,49,2.525451,0.735877,38.636081,0.05885,15.305069,2.509141,0.066941
167,341,TyrT,gotest,1873,1328,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.958404,4.735619,0.05885,0.205531,2.349308,0.219992
167,346,TyrT,Sharkling,1873,1761,54,1,0,58.652125,1.12592,0.22196,50,4,0,54,2.486274,0.655821,53.240507,0.05885,5.700643,2.474667,0.064042
167,347,TyrT,PhantomTest,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,352,TyrT,Belzebuth,1873,1134,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.985992,4.871935,0.05885,0.069215,2.349308,0.219992
167,357,TyrT,12PoolBot,1873,1765,28,0,0,32.652125,0.12592,0.22196,27,1,0,28,2.706666,0.650605,30.214735,0.05885,2.726415,2.652521,0.085632
167,374,TyrT,SwarmLord,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,446,TyrT,Xena,1873,1937,52,0,0,56.652125,0.12592,0.22196,6,46,0,52,2.224634,0.408924,8.020557,0.05885,48.920593,2.235571,0.065156
167,496,TyrT,Zozo,1873,2089,44,0,1,48.652125,0.12592,1.22196,21,22,1,44,2.713155,0.223845,22.106054,1.05885,25.835096,2.676027,0.070274
167,510,TyrT,PhantomBot,1873,1817,48,0,0,52.652125,0.12592,0.22196,4,43,1,48,2.563163,0.5799,6.865372,1.05885,45.075778,2.542988,0.06757
167,516,TyrT,27turtles,1873,1526,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.880534,4.350848,0.05885,0.590302,2.349308,0.219992
167,517,TyrT,VeTerran-revived,1873,1869,44,0,0,48.652125,0.12592,0.22196,15,29,0,44,2.290196,0.505756,17.499017,0.05885,31.442133,2.296228,0.070274
167,518,TyrT,norman,1873,1674,13,0,0,17.652125,0.12592,0.22196,12,1,0,13,2.437544,0.758695,15.748824,0.05885,2.192326,2.413034,0.115946
167,526,TyrT,Apidae,1873,1635,8,0,0,12.652125,0.12592,0.22196,8,0,0,8,2.351314,0.797386,11.940005,0.05885,1.001145,2.350542,0.136433
167,605,TyrT,nida,1873,1693,6,1,0,10.652125,1.12592,0.22196,5,1,0,6,2.45406,0.738109,8.647107,0.05885,2.294043,2.406446,0.148318
167,637,TyrT,72Tortoises,1873,1697,6,0,0,10.652125,0.12592,0.22196,4,2,0,6,2.795404,0.733634,7.624994,0.05885,3.316156,2.592633,0.148318
167,699,TyrT,Clicadinha,1873,1635,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.556037,0.797386,5.940005,0.05885,1.001145,2.408373,0.185927
167,708,TyrT,Princess-Mika,1873,1521,3,0,0,7.652125,0.12592,0.22196,3,0,0,3,2.943631,0.883528,7.365646,0.05885,0.575504,2.572179,0.173919
167,709,TyrT,Laser-Circus,1873,1211,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.978348,4.834165,0.05885,0.106985,2.349308,0.219992
167,718,TyrT,Mulebot,1873,1689,17,0,0,21.652125,0.12592,0.22196,10,7,0,17,2.486593,0.742536,13.66898,0.05885,8.27217,2.455392,0.104877
167,720,TyrT,PiG_Bot,1873,1627,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.804725,3.976265,0.05885,0.964885,2.349308,0.219992
167,721,TyrT,49Terrapins,1873,1430,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.927581,4.583317,0.05885,0.357833,2.349308,0.219992
167,729,TyrT,Alexa,1873,1367,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.948474,4.686553,0.05885,0.254597,2.349308,0.219992
167,730,TyrT,Deimos,1873,2155,60,0,0,64.652125,0.12592,0.22196,4,56,0,60,2.623268,0.164747,4.81404,0.05885,60.12711,2.602194,0.061015
167,732,TyrT,GPT,1873,1830,55,0,0,59.652125,0.12592,0.22196,37,17,1,55,2.695219,0.561568,39.774791,1.05885,19.166359,2.666393,0.063506
167,759,TyrT,BotTato,1873,1710,43,0,0,47.652125,0.12592,0.22196,19,24,0,43,2.65794,0.718757,22.551485,0.05885,25.389665,2.625791,0.071002
167,779,TyrT,oberon,1873,1472,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.909566,4.4943,0.05885,0.44685,2.349308,0.219992
167,797,TyrT,WickedBot,1873,1707,37,1,0,41.652125,1.12592,0.22196,3,34,0,37,2.727164,0.722235,6.568669,0.05885,35.372481,2.682181,0.075904
167,809,TyrT,PrimordialOrigin,1873,1258,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.643334,0.971811,5.801863,0.05885,0.139287,2.398312,0.200824
167,813,TyrT,MewCombatMicro,1873,1511,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.889323,4.394276,0.05885,0.546874,2.349308,0.219992
167,827,TyrT,smokinggunbot,1873,1579,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.536454,0.84454,6.172996,0.05885,0.768154,2.402778,0.185927
167,832,TyrT,muravev,1873,1632,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.800162,3.953721,0.05885,0.987429,2.349308,0.219992
167,836,TyrT,muravevTerran,1873,1477,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.90717,4.482463,0.05885,0.458687,2.349308,0.219992
167,858,TyrT,Crawler,1873,1562,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.856959,4.234364,0.05885,0.706786,2.349308,0.219992
167,876,TyrT,GenesisLotus,1873,1411,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.539941,0.934593,6.617965,0.05885,0.323185,2.403775,0.185927
167,901,TyrT,clone,1873,1667,19,0,0,23.652125,0.12592,0.22196,8,11,0,19,2.704745,0.765995,11.784895,0.05885,12.156255,2.630696,0.100412
167,930,TyrT,SiriusBot,1873,1519,1,0,0,5.652125,0.12592,0.22196,0,1,0,1,1.961502,0.884708,4.371474,0.05885,1.569676,2.284674,0.200824
167,939,TyrT,RustyNikolaj,1873,1539,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.872435,4.31083,0.05885,0.63032,2.349308,0.219992
167,940,TyrT,Princess-Mika-Test,1873,1524,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.604801,0.881739,6.356806,0.05885,0.584344,2.422306,0.185927
167,943,TyrT,puck,1873,1529,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.275214,0.878705,5.341813,0.05885,0.599337,2.336959,0.200824
167,948,TyrT,titania,1873,1185,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.981302,4.848759,0.05885,0.092391,2.349308,0.219992
167,953,TyrT,ZeratulsRevengeTest,1873,1702,20,0,0,24.652125,0.12592,0.22196,16,4,0,20,2.233443,0.727972,19.597016,0.05885,5.344134,2.256616,0.098383
167,959,TyrT,ur_moms_a_ho,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,960,TyrT,BigDaddy,1873,1637,6,0,0,10.652125,0.12592,0.22196,6,0,0,6,1.997847,0.79552,9.930783,0.05885,1.010367,2.157602,0.148318
167,961,TyrT,AvocaDOS,1873,1751,40,0,1,44.652125,0.12592,1.22196,30,10,0,40,2.879506,0.668695,33.304122,0.05885,11.637028,2.820596,0.073331
167,962,TyrT,AvocaDEV,1873,1700,1,0,1,5.652125,0.12592,1.22196,1,0,0,1,1.547563,0.730245,4.608252,0.05885,1.332898,2.215684,0.200824
167,966,TyrT,ArgoBot,1873,1909,57,1,0,61.652125,1.12592,0.22196,33,23,1,57,2.698202,0.448376,35.215495,1.05885,25.725655,2.670065,0.062473
167,970,TyrT,TheLAW,1873,1576,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.038076,0.846793,6.184133,0.05885,0.757017,2.260385,0.185927
167,971,TyrT,Nothing,1873,1570,3,0,0,7.652125,0.12592,0.22196,2,1,0,3,2.170123,0.851221,6.20601,0.05885,1.73514,2.282114,0.173919
167,977,TyrT,Siriusly,1873,1392,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.94097,4.649472,0.05885,0.291678,2.349308,0.219992
167,981,TyrT,KoB,1873,1499,4,0,0,8.652125,0.12592,0.22196,2,0,2,4,3.167621,0.895941,6.426979,2.05885,0.514171,2.713003,0.163972
167,998,TyrT,LordSuperKing,1873,1656,8,0,0,12.652125,0.12592,0.22196,5,3,0,8,2.363324,0.777153,8.84003,0.05885,4.10112,2.357933,0.136433
167,1007,TyrT,SharkGull,1873,1605,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.823862,4.070823,0.05885,0.870327,2.349308,0.219992
167,1008,TyrT,Creepy_canon,1873,1587,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.838397,4.142645,0.05885,0.798505,2.349308,0.219992
167,1023,TyrT,MY_SCRIPTING_SON,1873,1275,0,0,1,4.652125,0.12592,1.22196,0,0,0,0,,0.969003,4.787987,0.05885,0.153163,2.349308,0.219992
167,1026,TyrT,WildLupo,1873,1199,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.979764,4.841162,0.05885,0.099988,2.349308,0.219992
167,1029,TyrT,Chomppet,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,1030,TyrT,who,1873,1924,52,7,0,56.652125,7.12592,0.22196,14,38,0,52,2.26453,0.427128,16.110502,0.05885,40.830648,2.271966,0.065156
167,1032,TyrT,WaterLeak,1873,1607,25,0,0,29.652125,0.12592,0.22196,25,0,0,25,2.516428,0.822185,29.062537,0.05885,0.878613,2.488575,0.089811
167,1038,TyrT,PolyMorph,1873,1463,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.913738,4.514915,0.05885,0.426235,2.349308,0.219992
167,1042,TyrT,Creepy_duo_canon,1873,1386,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.942859,4.658808,0.05885,0.282342,2.349308,0.219992
167,1044,TyrT,DoopyBot,1873,1418,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,3.133754,0.932086,5.605579,0.05885,0.335571,2.480049,0.200824
167,1045,TyrT,tito,1873,1801,47,0,0,51.652125,0.12592,0.22196,13,33,1,47,2.267387,0.602158,15.975353,1.05885,34.965797,2.275264,0.068216
167,1049,TyrT,TheCatSC2Bot,1873,970,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.299581,0.994503,5.91399,0.05885,0.02716,2.34102,0.200824
167,1050,TyrT,onlyfans,1873,1517,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,3.096482,0.885877,5.377251,0.05885,0.563899,2.473837,0.200824
167,1052,TyrT,Starlight,1873,1204,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.979186,4.838303,0.05885,0.102847,2.349308,0.219992
167,1054,TyrT,JimmyBotZ,1873,1724,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.321407,0.702183,4.46959,0.05885,1.47156,2.344658,0.200824
167,1056,TyrT,bilisaur,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,1057,TyrT,DoopyBot-Test,1873,1238,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.974799,4.816629,0.05885,0.124521,2.349308,0.219992
167,1058,TyrT,JimmyBotP,1873,1711,1,0,0,5.652125,0.12592,0.22196,0,1,0,1,1.541159,0.717592,3.545728,0.05885,2.395422,2.214617,0.200824
167,1059,TyrT,NextProBot,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,1060,TyrT,WildFire,1873,1709,18,0,0,22.652125,0.12592,0.22196,17,1,0,18,2.825288,0.719919,20.557228,0.05885,2.383922,2.721814,0.102572
167,1065,TyrT,MindMatrix,1873,1514,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.887611,4.38582,0.05885,0.55533,2.349308,0.219992
167,1066,TyrT,CompetitiveBotTest,1873,1482,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.904718,4.470345,0.05885,0.470805,2.349308,0.219992
167,1067,TyrT,Hello_world,1873,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.827999,4.091269,0.05885,0.849881,2.349308,0.219992
167,1078,TyrT,LoremIpsum,1873,1242,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.974227,4.813803,0.05885,0.127347,2.349308,0.219992
167,1079,TyrT,JimmyBotT,1873,1675,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.757639,3.743609,0.05885,1.197541,2.349308,0.219992
167,1080,TyrT,JimmyBot,1873,1675,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.757639,3.743609,0.05885,1.197541,2.349308,0.219992
167,1081,TyrT,ArtZerg,1873,1537,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.87371,4.317134,0.05885,0.624016,2.349308,0.219992
167,1082,TyrT,Dasyatis,1873,1573,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.84902,4.195137,0.05885,0.746013,2.349308,0.219992
167,1084,TyrT,ZippyZap,1873,1457,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.916421,4.528175,0.05885,0.412975,2.349308,0.219992
167,1085,TyrT,AgoraLord,1873,1430,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.927581,4.583317,0.05885,0.357833,2.349308,0.219992
167,1086,TyrT,CherBoiBlue,1873,1500,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.895403,4.424321,0.05885,0.516829,2.349308,0.219992
167,1087,TyrT,SwarmLord2,1873,1533,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.876229,4.32958,0.05885,0.61157,2.349308,0.219992
167,1088,TyrT,SwarmLord3,1873,1562,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.856959,4.234364,0.05885,0.706786,2.349308,0.219992
167,1089,TyrT,WorkingAsIntended,1873,1596,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.831254,4.10735,0.05885,0.8338,2.349308,0.219992
168,201,sharkbot,QueenBot,1845,1614,1,0,0,5.652125,0.12592,0.22196,0,1,0,1,3.446489,0.790798,3.907452,0.05885,2.033698,2.532172,0.200824
168,223,sharkbot,DominionDog,1845,1890,48,0,3,52.652125,0.12592,3.22196,11,35,2,48,2.498666,0.4356,13.152363,2.05885,37.788787,2.484576,0.06757
168,248,sharkbot,Eris,1845,2221,58,0,3,62.652125,0.12592,3.22196,7,51,0,58,2.4502,0.10299,7.508891,0.05885,55.432259,2.442193,0.061976
168,262,sharkbot,whalemean,1845,1797,59,0,0,63.652125,0.12592,0.22196,31,28,0,59,2.32131,0.568641,33.809742,0.05885,30.131408,2.323497,0.06149
168,275,sharkbot,Lissy,1845,1569,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.830445,4.103353,0.05885,0.837797,2.349308,0.219992
168,338,sharkbot,smallBly,1845,1834,50,0,0,54.652125,0.12592,0.22196,27,23,0,50,2.172994,0.515825,29.548769,0.05885,25.392381,2.189022,0.06633
168,340,sharkbot,MechaShark,1845,1695,50,0,0,54.652125,0.12592,0.22196,42,7,1,50,2.378785,0.703385,45.475531,1.05885,8.465619,2.376105,0.06633
168,341,sharkbot,gotest,1845,1328,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.951482,4.701416,0.05885,0.239734,2.349308,0.219992
168,346,sharkbot,Sharkling,1845,1761,59,0,0,63.652125,0.12592,0.22196,39,20,0,59,2.298343,0.618584,42.056517,0.05885,21.884633,2.302325,0.06149
168,347,sharkbot,PhantomTest,1845,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.803819,3.971788,0.05885,0.969362,2.349308,0.219992
168,352,sharkbot,Belzebuth,1845,1134,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.983582,4.860028,0.05885,0.081122,2.349308,0.219992
168,357,sharkbot,12PoolBot,1845,1765,27,0,0,31.652125,0.12592,0.22196,14,13,0,27,2.003582,0.613137,17.029601,0.05885,14.911549,2.057602,0.086959
168,374,sharkbot,SwarmLord,1845,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.803819,3.971788,0.05885,0.969362,2.349308,0.219992
168,446,sharkbot,Xena,1845,1937,51,0,1,55.652125,0.12592,1.22196,19,32,0,51,2.400637,0.370611,20.831247,0.05885,35.109903,2.396054,0.065735
168,496,sharkbot,Zozo,1845,2089,46,0,0,50.652125,0.12592,0.22196,18,28,0,46,2.424006,0.197091,18.973855,0.05885,31.967295,2.416683,0.068882
168,510,sharkbot,PhantomBot,1845,1817,51,0,0,55.652125,0.12592,0.22196,17,34,0,51,2.433648,0.540208,19.66925,0.05885,36.2719,2.426118,0.065735
168,516,sharkbot,27turtles,1845,1526,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.862512,4.261801,0.05885,0.679349,2.349308,0.219992
168,517,sharkbot,VeTerran-revived,1845,1869,45,0,0,49.652125,0.12592,0.22196,35,10,0,45,1.950874,0.465516,37.300185,0.05885,12.640965,1.990717,0.069567
168,518,sharkbot,norman,1845,1674,9,0,0,13.652125,0.12592,0.22196,8,1,0,9,2.206867,0.727972,11.597016,0.05885,2.344134,2.257738,0.13147
168,526,sharkbot,Apidae,1845,1635,8,0,0,12.652125,0.12592,0.22196,6,2,0,8,2.808543,0.770097,9.805163,0.05885,3.135987,2.631914,0.136433
168,605,sharkbot,nida,1845,1693,6,0,0,10.652125,0.12592,0.22196,6,0,0,6,1.931813,0.705781,9.487372,0.05885,1.453778,2.121583,0.148318
168,637,sharkbot,72Tortoises,1845,1697,6,0,0,10.652125,0.12592,0.22196,6,0,0,6,2.220485,0.700977,9.463634,0.05885,1.477516,2.279041,0.148318
168,699,sharkbot,Clicadinha,1845,1635,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.297573,0.770097,4.805163,0.05885,1.135987,2.340685,0.200824
168,708,sharkbot,Princess-Mika,1845,1521,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.86589,4.27849,0.05885,0.66266,2.349308,0.219992
168,709,sharkbot,Laser-Circus,1845,1211,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.974657,4.815928,0.05885,0.125222,2.349308,0.219992
168,718,sharkbot,Mulebot,1845,1689,17,0,0,21.652125,0.12592,0.22196,15,1,1,17,1.979048,0.71054,18.510885,1.05885,2.430265,2.063198,0.104877
168,720,sharkbot,PiG_Bot,1845,1627,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.778148,3.844948,0.05885,1.096202,2.349308,0.219992
168,721,sharkbot,49Terrapins,1845,1430,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.915979,4.525992,0.05885,0.415158,2.349308,0.219992
168,729,sharkbot,Alexa,1845,1367,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.940003,4.644696,0.05885,0.296454,2.349308,0.219992
168,730,sharkbot,Deimos,1845,2155,62,0,0,66.652125,0.12592,0.22196,7,55,0,62,2.477627,0.143748,7.71028,0.05885,59.23087,2.468051,0.060097
168,732,sharkbot,GPT,1845,1830,59,0,0,63.652125,0.12592,0.22196,21,38,0,59,2.188351,0.521573,23.577172,0.05885,40.363978,2.200926,0.06149
168,759,sharkbot,BotTato,1845,1710,40,0,0,44.652125,0.12592,0.22196,27,13,0,40,2.475545,0.68506,30.384982,0.05885,14.556168,2.461519,0.073331
168,779,sharkbot,oberon,1845,1472,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.895403,4.424321,0.05885,0.516829,2.349308,0.219992
168,797,sharkbot,WickedBot,1845,1707,36,0,1,40.652125,0.12592,1.22196,27,9,0,36,2.021762,0.688774,30.403334,0.05885,10.537816,2.061707,0.076824
168,809,sharkbot,PrimordialOrigin,1845,1258,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.967043,4.778305,0.05885,0.162845,2.349308,0.219992
168,813,sharkbot,MewCombatMicro,1845,1511,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.872435,4.31083,0.05885,0.63032,2.349308,0.219992
168,827,sharkbot,smokinggunbot,1845,1579,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.766948,0.822185,5.062537,0.05885,0.878613,2.418915,0.200824
168,832,sharkbot,muravev,1845,1632,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.77314,3.8202,0.05885,1.12095,2.349308,0.219992
168,836,sharkbot,muravevTerran,1845,1477,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.892677,4.410849,0.05885,0.530301,2.349308,0.219992
168,858,sharkbot,Crawler,1845,1562,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.836043,4.131016,0.05885,0.810134,2.349308,0.219992
168,876,sharkbot,GenesisLotus,1845,1411,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.924023,4.565736,0.05885,0.375414,2.349308,0.219992
168,901,sharkbot,clone,1845,1667,18,0,1,22.652125,0.12592,1.22196,16,1,1,18,2.044534,0.735877,19.636081,1.05885,2.305069,2.110789,0.102572
168,930,sharkbot,SiriusBot,1845,1519,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.867221,4.285069,0.05885,0.656081,2.349308,0.219992
168,939,sharkbot,RustyNikolaj,1845,1539,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.853395,4.216751,0.05885,0.724399,2.349308,0.219992
168,940,sharkbot,Princess-Mika-Test,1845,1524,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.863871,4.268519,0.05885,0.672631,2.349308,0.219992
168,943,sharkbot,puck,1845,1529,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,1.854734,0.860451,5.251618,0.05885,0.689532,2.266879,0.200824
168,948,sharkbot,titania,1845,1185,1,0,0,5.652125,0.12592,0.22196,1,0,0,1,2.127041,0.978103,5.832954,0.05885,0.108196,2.312263,0.200824
168,953,sharkbot,ZeratulsRevengeTest,1845,1702,20,0,0,24.652125,0.12592,0.22196,20,0,0,20,2.094969,0.69491,23.433653,0.05885,1.507497,2.145837,0.098383
168,959,sharkbot,ur_moms_a_ho,1845,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.803819,3.971788,0.05885,0.969362,2.349308,0.219992
168,960,sharkbot,BigDaddy,1845,1637,4,0,0,8.652125,0.12592,0.22196,4,0,0,4,2.510715,0.768052,7.79506,0.05885,1.14609,2.421044,0.163972
168,961,sharkbot,AvocaDOS,1845,1751,38,0,0,42.652125,0.12592,0.22196,24,13,1,38,2.173774,0.63207,27.123153,1.05885,14.817997,2.194185,0.075016
168,962,sharkbot,AvocaDEV,1845,1700,2,0,0,6.652125,0.12592,0.22196,1,1,0,2,2.307075,0.697345,4.445687,0.05885,2.495463,2.337241,0.185927
168,966,sharkbot,ArgoBot,1845,1909,58,0,0,62.652125,0.12592,0.22196,29,29,0,58,2.326849,0.408924,31.020557,0.05885,31.920593,2.328631,0.061976
168,970,sharkbot,TheLAW,1845,1576,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.824695,4.074943,0.05885,0.866207,2.349308,0.219992
168,971,sharkbot,Nothing,1845,1570,2,0,0,6.652125,0.12592,0.22196,2,0,0,2,2.920764,0.829633,6.09934,0.05885,0.84181,2.512581,0.185927
168,977,sharkbot,Siriusly,1845,1392,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.931354,4.60196,0.05885,0.33919,2.349308,0.219992
168,981,sharkbot,KoB,1845,1499,5,0,0,9.652125,0.12592,0.22196,4,0,1,5,2.532433,0.879927,8.34785,1.05885,0.5933,2.44087,0.155557
168,998,sharkbot,LordSuperKing,1845,1656,9,0,0,13.652125,0.12592,0.22196,9,0,0,9,1.91419,0.748,12.695978,0.05885,1.245172,2.069589,0.13147
168,1007,sharkbot,SharkGull,1845,1605,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.79924,3.949165,0.05885,0.991985,2.349308,0.219992
168,1008,sharkbot,Creepy_canon,1845,1587,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.815352,4.028776,0.05885,0.912374,2.349308,0.219992
168,1023,sharkbot,MY_SCRIPTING_SON,1845,1275,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.963778,4.76217,0.05885,0.17898,2.349308,0.219992
168,1026,sharkbot,WildLupo,1845,1199,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.976309,4.824088,0.05885,0.117062,2.349308,0.219992
168,1029,sharkbot,Chomppet,1845,1600,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.803819,3.971788,0.05885,0.969362,2.349308,0.219992
168,1030,sharkbot,who,1845,1924,61,1,0,65.652125,1.12592,0.22196,45,14,2,61,1.943719,0.388229,46.9183,2.05885,17.02285,1.974445,0.060551
168,1032,sharkbot,WaterLeak,1845,1607,25,0,0,29.652125,0.12592,0.22196,23,2,0,25,2.107761,0.797386,26.940005,0.05885,3.001145,2.148019,0.089811
168,1038,sharkbot,PolyMorph,1845,1463,1,0,0,5.652125,0.12592,0.22196,0,0,1,1,3.806885,0.900157,4.44781,1.05885,0.49334,2.592237,0.200824
168,1042,sharkbot,Creepy_duo_canon,1845,1386,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.93353,4.61271,0.05885,0.32844,2.349308,0.219992
168,1044,sharkbot,DoopyBot,1845,1418,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.921145,4.551517,0.05885,0.389633,2.349308,0.219992
168,1045,sharkbot,tito,1845,1801,47,0,0,51.652125,0.12592,0.22196,32,15,0,47,2.292978,0.562985,34.781792,0.05885,17.159358,2.298394,0.068216
168,1049,sharkbot,TheCatSC2Bot,1845,970,0,0,0,4.652125,0.12592,0.22196,0,0,0,0,,0.993548,4.90927,0.05885,0.03188,2.349308,0.219992
