match_id,time_start,time_end,bot_a,bot_b,outcome_a,duration_minutes,category,elo_diff
9,0.0,7.97,943,901,0.0,7.97,normal,0.0
7,0.0,8.53,1045,1044,1.0,8.53,normal,0.0
5,0.0,8.87,338,115,0.0,8.87,normal,0.0
6,0.0,9.6,340,346,0.0,9.6,normal,0.0
1,0.0,9.88,496,516,1.0,9.88,normal,0.0
0,0.0,10.26,809,779,0.0,10.26,normal,0.0
4,0.0,10.81,248,352,1.0,10.81,normal,0.0
2,0.0,11.2,1007,998,1.0,11.2,normal,0.0
8,0.0,11.23,262,275,1.0,11.23,normal,0.0
3,0.0,12.39,1054,1057,1.0,12.39,normal,0.0
10,0.0,14.12,930,939,0.0,14.12,normal,0.0
15,9.6,18.67,167,112,1.0,9.07,normal,0.0
18,10.81,19.67,168,117,1.0,8.86,normal,0.0
17,10.26,20.13,961,977,1.0,9.87,normal,0.0
13,8.53,20.6,1030,1042,1.0,12.07,normal,0.0
20,11.23,20.99,729,832,0.0,9.76,normal,0.0
14,8.87,22.01,797,759,1.0,13.14,normal,0.0
21,12.39,22.44,940,966,0.0,10.05,normal,0.0
19,11.2,22.49,201,223,0.0,11.29,normal,0.0
12,7.97,23.42,1078,1079,0.0,15.45,normal,0.0
16,9.88,25.23,718,699,1.0,15.35,normal,0.0
24,19.67,25.78,876,858,0.0,6.11,normal,0.0
26,20.6,28.43,517,446,0.0,7.83,normal,0.0
30,22.49,30.05,970,981,0.5,7.56,normal,0.0
25,20.13,30.15,40,341,0.0,10.02,normal,0.0
31,23.42,31.7,1089,1082,0.0,8.28,normal,0.0
23,18.67,31.8,721,720,0.0,13.13,normal,0.0
27,20.99,31.84,510,518,1.0,10.85,normal,0.0
28,22.01,32.7,827,730,0.0,10.69,normal,0.0
32,25.23,35.07,1085,1065,0.0,9.84,normal,0.0
33,25.78,35.87,1060,1038,1.0,10.09,normal,0.0
34,28.43,36.5,836,960,1.0,8.07,normal,0.0
22,14.12,37.89,1080,1052,0.0,23.77,abnormal,0.0
36,30.15,41.07,1058,1049,1.0,10.92,normal,0.0
38,31.8,41.24,49,357,0.0,9.44,normal,0.0
39,31.84,42.27,953,732,0.0,10.43,normal,0.0
37,31.7,42.59,971,1050,1.0,10.89,normal,0.0
35,30.05,43.55,708,637,1.0,13.5,normal,0.0
40,32.7,44.07,1081,1026,1.0,11.37,normal,0.0
41,35.07,44.7,961,901,1.0,9.63,normal,0.0
43,36.5,45.24,341,346,0.0,8.74,normal,0.0
44,37.89,45.48,1038,998,0.0,7.59,normal,0.0
42,35.87,45.66,338,275,1.0,9.79,normal,0.0
46,41.24,49.47,1089,1057,1.0,8.23,normal,0.0
51,44.7,52.47,827,876,1.0,7.77,normal,0.0
47,42.27,53.1,516,352,1.0,10.83,normal,0.0
49,43.55,53.62,1078,1050,0.0,10.07,normal,0.0
50,44.07,53.78,1060,966,1.0,9.71,normal,0.0
48,42.59,55.73,517,759,1.0,13.14,normal,0.0
45,41.07,56.01,510,730,0.0,14.94,normal,0.0
53,45.48,58.59,496,446,0.0,13.11,normal,0.0
54,45.66,59.09,518,637,1.0,13.43,normal,0.0
55,49.47,59.82,943,940,1.0,10.35,normal,0.0
11,0.0,60.0,526,605,0.5,60.0,timelimit,0.0
56,52.47,60.85,971,779,1.0,8.38,normal,0.0
59,53.78,62.02,1085,1080,1.0,8.24,normal,0.0
58,53.62,64.5,201,49,0.0,10.88,normal,0.0
60,55.73,65.03,112,809,1.0,9.3,normal,0.0
57,53.1,65.35,1054,1065,1.0,12.25,normal,0.0
62,58.59,68.55,1030,1052,1.0,9.96,normal,0.0
64,59.82,68.83,168,357,0.0,9.01,normal,0.0
68,64.5,70.65,708,248,0.0,6.15,normal,0.0
65,60.0,70.71,1007,939,1.0,10.71,normal,0.0
63,59.09,71.32,721,960,0.0,12.23,normal,0.0
67,62.02,71.35,262,718,0.0,9.33,normal,0.0
61,56.01,75.17,797,832,1.0,19.16,normal,0.0
73,70.65,76.52,1042,930,1.0,5.87,normal,0.0
70,65.35,77.76,970,605,1.0,12.41,abnormal,0.0
66,60.85,77.92,167,115,1.0,17.07,normal,0.0
75,71.32,78.86,1045,858,1.0,7.54,normal,0.0
76,71.35,78.92,40,117,1.0,7.57,normal,0.0
69,65.03,79.56,729,1026,0.0,14.53,normal,0.0
74,70.71,79.86,1058,1082,1.0,9.15,normal,0.0
72,68.83,80.98,1049,977,0.0,12.15,normal,0.0
77,75.17,81.28,836,732,1.0,6.11,normal,0.0
29,22.44,82.44,1008,1023,0.5,60.0,timelimit,0.0
71,68.55,84.92,340,699,0.0,16.37,normal,0.0
78,76.52,84.93,720,223,0.0,8.41,normal,0.0
81,78.86,85.14,1030,1045,0.0,6.28,normal,0.0
84,79.86,85.96,971,357,0.0,6.1,normal,0.0
80,77.92,87.33,526,981,1.0,9.41,normal,0.0
79,77.76,88.47,953,1044,1.0,10.71,normal,0.0
82,78.92,89.26,201,117,1.0,10.34,normal,0.0
86,81.28,90.41,1085,605,1.0,9.13,normal,8.0
83,79.56,91.57,759,876,1.0,12.01,normal,0.0
85,80.98,93.14,517,496,0.0,12.16,normal,0.0
89,84.93,93.37,858,699,0.0,8.44,normal,0.0
88,84.92,95.35,1008,1026,1.0,10.43,normal,0.0
93,88.47,97.12,730,446,0.0,8.65,normal,0.0
90,85.14,98.65,832,939,0.0,13.51,normal,0.0
94,89.26,98.66,248,346,1.0,9.4,normal,0.0
91,85.96,99.1,961,797,1.0,13.14,normal,0.0
96,91.57,99.76,112,341,1.0,8.19,normal,0.0
92,87.33,100.22,809,729,1.0,12.89,normal,0.0
97,93.14,100.86,970,1060,0.0,7.72,normal,8.0
87,82.44,102.16,1042,1023,1.0,19.72,abnormal,0.0
98,93.37,105.21,1080,1057,1.0,11.84,normal,0.0
52,45.24,105.24,1079,1081,0.5,60.0,timelimit,0.0
102,98.66,105.85,1054,1007,1.0,7.19,normal,0.0
99,95.35,106.25,1050,966,0.0,10.9,normal,0.0
105,100.22,107.09,510,338,0.0,6.87,normal,0.0
101,98.65,107.22,720,518,0.0,8.57,normal,0.0
103,99.1,107.45,836,1058,1.0,8.35,normal,0.0
104,99.76,107.48,1049,940,0.0,7.72,normal,0.0
95,90.41,108.52,167,223,0.0,18.11,normal,0.0
106,100.86,109.05,340,981,1.0,8.19,normal,8.0
100,97.12,111.3,721,637,0.0,14.18,normal,0.0
107,102.16,111.49,1089,1082,0.0,9.33,normal,0.0
108,105.21,114.15,275,1044,0.0,8.94,normal,0.0
112,107.09,116.4,1079,40,0.0,9.31,normal,8.0
110,105.85,116.5,708,732,1.0,10.65,normal,0.0
109,105.24,117.39,901,779,1.0,12.15,normal,0.0
117,109.05,117.43,998,977,0.0,8.38,normal,0.0
116,108.52,118.48,943,960,1.0,9.96,normal,0.0
111,106.25,119.84,262,115,0.0,13.59,normal,0.0
119,111.49,120.61,49,1081,1.0,9.12,normal,8.0
118,111.3,121.94,1023,930,1.0,10.64,abnormal,8.0
120,114.15,123.51,526,718,0.0,9.36,normal,8.0
115,107.48,124.63,1038,352,1.0,17.15,abnormal,0.0
123,117.39,126.02,1008,966,0.0,8.63,normal,0.0
121,116.4,126.57,827,1065,1.0,10.17,normal,0.0
124,117.43,127.93,510,341,1.0,10.5,normal,0.0
122,116.5,128.98,1078,876,0.0,12.48,normal,8.0
126,119.84,129.21,1007,971,0.0,9.37,normal,0.0
129,123.51,130.48,960,1044,1.0,6.97,normal,0.0
125,118.48,132.84,167,496,0.0,14.36,normal,0.0
130,124.63,133.3,49,112,1.0,8.67,normal,0.18
127,120.61,133.38,998,832,1.0,12.77,normal,0.0
128,121.94,135.2,836,446,0.0,13.26,normal,0.0
132,126.57,135.23,1060,40,0.0,8.66,normal,15.63
131,126.02,136.52,961,1045,0.0,10.5,normal,0.0
136,130.48,137.62,729,117,1.0,7.14,normal,0.0
134,128.98,138.57,981,352,1.0,9.59,normal,7.82
133,127.93,141.0,721,275,0.0,13.07,normal,0.0
140,135.2,141.18,338,346,0.0,5.98,normal,0.0
135,129.21,142.14,510,970,0.0,12.93,normal,0.18
139,133.38,142.23,1049,930,0.0,8.85,normal,0.18
138,133.3,144.78,720,759,0.0,11.48,normal,0.0
137,132.84,147.11,779,858,1.0,14.27,normal,0.0
143,137.62,148.81,1085,939,1.0,11.19,normal,0.18
142,136.52,148.94,1089,1050,1.0,12.42,normal,0.0
141,135.23,149.33,201,1079,1.0,14.1,normal,7.82
146,141.18,149.71,357,718,1.0,8.53,normal,0.18
144,138.57,149.97,827,943,1.0,11.4,normal,0.0
147,142.14,152.02,517,340,0.0,9.88,normal,0.18
151,148.81,154.95,809,637,0.0,6.14,normal,0.0
145,141.0,154.97,1078,1057,1.0,13.97,normal,0.18
150,147.11,155.49,732,940,1.0,8.38,normal,0.0
155,149.97,156.03,1080,1026,1.0,6.06,normal,0.0
153,149.33,156.41,1082,1042,0.0,7.08,normal,0.0
148,142.23,157.73,1008,1081,0.0,15.5,normal,0.18
149,144.78,158.76,901,977,1.0,13.98,normal,0.0
154,149.71,159.39,115,699,1.0,9.68,normal,0.0
152,148.94,159.51,1065,1038,0.0,10.57,normal,0.0
158,154.97,161.78,262,1023,1.0,6.81,abnormal,7.82
160,156.03,163.29,526,1030,0.0,7.26,normal,7.82
159,155.49,164.99,518,708,1.0,9.5,normal,0.0
156,152.02,166.07,797,730,0.0,14.05,normal,0.0
113,107.22,167.22,168,516,0.5,60.0,timelimit,0.0
114,107.45,167.45,953,1052,0.5,60.0,timelimit,0.0
165,159.51,167.58,517,876,1.0,8.07,normal,0.18
157,154.95,168.6,223,248,0.0,13.65,normal,0.0
161,156.41,168.66,1079,605,0.0,12.25,normal,7.45
162,157.73,172.71,1054,40,0.0,14.98,normal,7.46
166,161.78,173.01,1089,1080,0.5,11.23,normal,0.0
168,164.99,174.17,1082,510,0.0,9.18,normal,8.0
163,158.76,174.33,1058,201,1.0,15.57,normal,7.82
173,168.6,178.12,167,168,1.0,9.52,normal,0.0
172,167.58,178.35,797,953,1.0,10.77,normal,0.0
167,163.29,178.93,732,779,1.0,15.64,normal,0.0
175,172.71,179.41,858,1044,1.0,6.7,normal,0.0
174,168.66,179.62,517,981,1.0,10.96,normal,0.37
171,167.45,180.16,1052,977,0.0,12.71,normal,0.0
169,166.07,180.9,275,930,1.0,14.83,normal,0.18
170,167.22,182.34,112,516,1.0,15.12,normal,0.0
176,173.01,182.96,940,729,1.0,9.95,normal,0.0
181,178.93,185.48,1045,346,1.0,6.55,normal,16.0
180,178.35,186.96,1042,971,1.0,8.61,normal,0.0
177,174.17,187.61,1007,998,1.0,13.44,normal,0.0
183,179.62,188.34,1065,1026,1.0,8.72,normal,0.0
179,178.12,189.48,446,248,0.0,11.36,normal,0.0
185,180.9,190.2,960,1038,1.0,9.3,normal,0.0
187,182.96,190.62,168,605,1.0,7.66,normal,0.36
186,182.34,191.44,1054,961,0.0,9.1,normal,0.17
184,180.16,193.27,1008,953,0.0,13.11,normal,0.0
182,179.41,193.35,759,699,1.0,13.94,normal,0.0
189,186.96,194.43,338,1081,1.0,7.47,normal,7.82
194,190.62,196.87,1030,1060,0.0,6.25,normal,0.36
195,191.44,198.1,49,115,0.0,6.66,normal,0.18
191,188.34,200.94,262,340,1.0,12.6,normal,0.0
192,189.48,200.98,526,637,1.0,11.5,normal,7.64
193,190.2,201.02,720,1065,1.0,10.82,normal,8.0
188,185.48,201.25,518,730,0.0,15.77,normal,0.0
198,194.43,202.33,836,718,0.0,7.9,normal,0.18
190,187.61,203.45,721,1057,1.0,15.84,normal,0.0
196,193.27,205.17,1058,1085,0.0,11.9,normal,0.0
197,193.35,205.51,901,966,0.0,12.16,normal,0.0
199,196.87,208.79,341,1050,0.0,11.92,normal,0.0
206,203.45,208.89,357,1045,0.0,5.44,normal,7.64
205,202.33,209.44,827,970,1.0,7.11,normal,7.82
200,198.1,210.22,943,708,1.0,12.12,normal,0.0
204,201.25,211.29,340,516,1.0,10.04,normal,0.18
203,201.02,212.31,1023,1052,1.0,11.29,abnormal,0.36
202,200.98,213.1,117,352,1.0,12.12,normal,0.18
207,205.17,213.22,517,939,1.0,8.05,normal,0.0
201,200.94,213.81,496,223,0.0,12.87,normal,0.0
210,208.89,216.05,262,346,1.0,7.16,normal,0.19
208,205.51,217.69,797,901,0.0,12.18,normal,0.0
211,209.44,218.24,1054,1030,1.0,8.8,normal,0.02
213,211.29,218.83,1042,966,0.0,7.54,normal,0.0
164,159.39,219.39,809,832,0.5,60.0,timelimit,0.0
212,210.22,219.89,943,759,0.0,9.67,normal,0.0
209,208.79,220.07,1085,446,0.0,11.28,normal,0.18
215,213.1,221.77,1079,981,1.0,8.67,normal,0.18
214,212.31,222.45,876,729,1.0,10.14,normal,0.18
218,216.05,223.47,1089,953,1.0,7.42,normal,0.0
223,219.89,227.21,338,112,1.0,7.32,normal,0.18
220,218.24,227.35,708,699,0.0,9.11,normal,0.0
216,213.22,227.83,1080,168,0.0,14.61,normal,0.01
221,218.83,228.33,1023,340,0.0,9.5,normal,0.53
222,219.39,229.02,518,732,1.0,9.63,normal,0.0
224,220.07,229.36,201,1030,0.0,9.29,normal,7.45
217,213.81,230.36,248,115,1.0,16.55,normal,16.0
219,217.69,230.6,720,779,1.0,12.91,normal,0.18
227,223.47,232.36,167,49,1.0,8.89,normal,0.18
225,221.77,232.8,1082,605,0.0,11.03,normal,7.47
226,222.45,233.48,876,516,0.0,11.03,normal,0.17
178,174.33,234.33,1049,1078,0.5,60.0,timelimit,15.82
230,227.83,235.92,960,971,0.0,8.09,normal,0.0
231,228.33,237.82,998,940,1.0,9.49,normal,0.0
229,227.35,239.15,1058,346,1.0,11.8,normal,7.46
233,229.36,239.27,836,970,0.0,9.91,normal,7.64
232,229.02,239.39,797,1081,1.0,10.37,normal,0.36
228,227.21,239.49,275,858,1.0,12.28,normal,0.0
235,230.6,240.94,1008,832,0.0,10.34,normal,0.0
234,230.36,242.17,40,223,0.0,11.81,normal,0.72
236,232.36,243.48,827,961,1.0,11.12,normal,0.18
237,232.8,244.69,1007,977,1.0,11.89,normal,0.0
239,234.33,244.74,341,1026,1.0,10.41,normal,0.0
238,233.48,247.61,1079,637,0.0,14.13,normal,0.36
244,239.39,247.77,1060,357,1.0,8.38,normal,0.71
243,239.27,247.85,117,1044,0.0,8.58,normal,0.0
245,239.49,250.2,730,718,1.0,10.71,normal,0.18
246,240.94,250.47,1078,930,0.0,9.53,normal,7.28
242,239.15,251.96,809,1052,1.0,12.81,normal,0.01
250,244.74,253.03,526,517,0.0,8.29,normal,7.46
240,235.92,254.38,1023,939,0.0,18.46,normal,0.34
253,247.85,254.54,943,960,1.0,6.69,normal,0.0
251,247.61,255.07,338,262,1.0,7.46,normal,0.01
247,242.17,255.13,1038,1050,0.0,12.96,normal,0.0
249,244.69,257.52,797,496,0.0,12.83,normal,0.01
252,247.77,257.53,1080,953,1.0,9.76,normal,0.0
241,237.82,260.76,1057,352,0.0,22.94,abnormal,0.18
256,251.96,262.29,275,732,0.0,10.33,normal,0.0
257,253.03,263.31,836,516,1.0,10.28,normal,7.81
255,250.47,263.51,357,115,0.0,13.04,normal,0.22
258,254.38,266.1,223,966,1.0,11.72,normal,0.02
260,255.07,266.32,827,446,0.0,11.25,normal,0.17
261,255.13,266.42,998,699,1.0,11.29,normal,0.0
263,257.53,266.53,1052,117,0.0,9.0,normal,7.99
248,243.48,268.63,721,1049,1.0,25.15,normal,7.63
262,257.52,269.71,708,341,0.0,12.19,normal,0.0
259,254.54,270.09,167,759,0.0,15.55,normal,0.0
265,262.29,270.35,338,40,1.0,8.06,normal,7.48
264,260.76,271.98,961,496,0.0,11.22,normal,0.01
271,266.53,274.69,1078,117,0.0,8.16,normal,0.9
269,266.32,275.64,1023,940,0.0,9.32,normal,0.34
268,266.1,277.23,1089,1030,0.0,11.13,normal,0.36
270,266.42,277.68,1045,248,0.0,11.26,normal,0.18
267,263.51,278.44,201,605,1.0,14.93,normal,7.99
272,268.63,279.88,1049,1057,1.0,11.25,normal,8.54
276,271.98,280.14,1054,517,0.0,8.16,normal,0.0
273,269.71,280.68,943,720,1.0,10.97,normal,7.82
266,263.31,280.81,729,352,1.0,17.5,normal,0.17
278,275.64,282.8,970,168,0.0,7.16,normal,0.53
280,277.68,282.91,1060,971,0.0,5.23,abnormal,15.48
275,270.35,283.61,779,930,0.0,13.26,normal,0.34
279,277.23,284.3,1081,809,1.0,7.07,normal,0.35
277,274.69,285.81,1082,721,1.0,11.12,normal,0.18
281,278.44,287.37,1007,115,1.0,8.93,normal,8.37
274,270.09,288.14,637,939,1.0,18.05,normal,0.17
285,280.81,289.1,1038,858,0.0,8.29,normal,0.0
284,280.68,290.84,341,832,1.0,10.16,normal,0.0
283,280.14,291.4,1008,981,1.0,11.26,normal,0.36
286,282.8,292.23,510,112,1.0,9.43,normal,0.18
287,282.91,294.13,1050,977,1.0,11.22,normal,0.0
288,283.61,294.78,730,971,1.0,11.17,normal,7.64
293,289.1,295.56,1089,526,1.0,6.46,normal,7.28
290,285.81,296.11,518,168,1.0,10.3,normal,0.02
289,284.3,296.16,1065,1079,0.0,11.86,normal,0.34
294,290.84,296.26,809,1044,1.0,5.42,abnormal,0.01
282,279.88,296.59,1085,718,0.0,16.71,normal,0.0
292,288.14,297.64,1080,49,0.0,9.5,normal,0.17
291,287.37,298.84,1057,1026,1.0,11.47,normal,23.8
296,292.23,301.07,720,112,1.0,8.84,normal,0.35
295,291.4,301.35,1058,1030,0.0,9.95,normal,0.0
301,296.16,302.38,960,858,1.0,6.22,normal,0.0
298,294.78,305.3,1081,346,0.0,10.52,normal,7.12
297,294.13,305.49,721,779,0.0,11.36,normal,0.19
303,296.59,307.25,168,340,1.0,10.66,normal,0.14
300,296.11,307.86,953,117,1.0,11.75,normal,0.17
306,301.07,308.41,518,966,0.0,7.34,normal,0.0
299,295.56,308.58,836,510,0.0,13.02,normal,0.54
304,297.64,309.31,832,1044,0.0,11.67,normal,8.0
254,250.2,310.2,1042,901,0.5,60.0,timelimit,0.0
302,296.26,312.54,201,970,0.0,16.28,normal,7.81
310,305.49,314.68,998,732,0.0,9.19,normal,0.0
307,301.35,315.64,526,939,1.0,14.29,normal,7.1
313,308.41,316.46,1054,1058,1.0,8.05,normal,0.18
311,307.25,316.94,827,718,0.0,9.69,normal,0.0
312,307.86,318.73,1081,605,0.0,10.87,normal,7.16
305,298.84,319.42,1049,352,0.0,20.58,normal,8.18
316,310.2,320.26,1030,496,0.0,10.06,normal,0.35
309,305.3,321.0,167,357,1.0,15.7,normal,0.16
314,308.58,322.11,275,940,0.0,13.53,normal,0.01
315,309.31,324.18,1065,1038,0.0,14.87,normal,0.19
318,314.68,324.55,1085,49,1.0,9.87,normal,0.34
319,315.64,324.88,510,1060,0.0,9.24,normal,6.95
317,312.54,326.24,1007,759,0.0,13.7,normal,0.19
323,319.42,327.02,961,1050,1.0,7.6,normal,0.01
321,316.94,327.35,446,248,1.0,10.41,normal,15.64
320,316.46,327.41,40,1042,1.0,10.95,normal,7.13
322,318.73,327.53,340,637,1.0,8.8,normal,7.66
325,321.0,329.74,341,930,1.0,8.74,normal,7.66
328,324.55,332.88,1008,779,1.0,8.33,normal,0.02
326,322.11,335.79,1045,223,0.0,13.68,normal,0.56
330,326.24,336.56,708,729,1.0,10.32,normal,0.01
333,327.41,336.8,901,732,1.0,9.39,normal,0.0
334,327.53,337.17,876,939,0.0,9.64,normal,7.65
331,327.02,339.81,516,977,1.0,12.79,normal,7.81
332,327.35,340.34,730,966,0.0,12.99,normal,7.82
335,329.74,340.68,262,1042,1.0,10.94,normal,0.35
336,332.88,342.6,1089,346,0.0,9.72,normal,7.12
329,324.88,344.27,201,699,1.0,19.39,normal,7.1
338,336.56,344.53,496,718,1.0,7.97,normal,0.16
340,337.17,349.45,1038,1044,0.0,12.28,normal,0.19
341,339.81,350.18,341,732,0.0,10.37,normal,0.18
342,340.34,350.7,809,939,0.0,10.36,normal,0.35
337,335.79,351.08,961,167,0.0,15.29,normal,0.02
339,336.8,351.38,759,248,0.0,14.58,normal,15.26
343,340.68,352.11,971,901,0.0,11.43,normal,7.47
345,344.27,352.42,1058,637,1.0,8.15,normal,0.01
346,344.53,354.43,960,797,0.0,9.9,normal,0.01
344,342.6,355.1,1007,262,0.0,12.5,normal,0.01
347,349.45,356.05,943,168,0.0,6.6,normal,0.2
348,350.18,357.78,338,1060,0.0,7.6,abnormal,1.04
353,352.42,359.79,901,1045,0.0,7.37,normal,0.36
352,352.11,359.88,1081,977,1.0,7.77,normal,0.49
351,351.38,360.04,858,117,1.0,8.66,normal,7.84
354,354.43,362.11,809,699,0.0,7.68,normal,0.15
308,302.38,362.38,1078,981,0.5,60.0,timelimit,0.34
349,350.7,363.18,1080,516,0.0,12.48,normal,0.36
355,355.1,366.06,1079,930,1.0,10.96,normal,6.97
360,360.04,366.42,357,940,1.0,6.38,normal,0.16
356,356.05,366.99,49,998,1.0,10.94,normal,0.16
350,351.08,367.08,827,518,0.0,16.0,normal,0.17
361,362.11,369.65,953,605,0.0,7.54,abnormal,0.5
357,357.78,370.04,1023,832,0.0,12.26,normal,0.14
362,362.38,371.99,1054,971,1.0,9.61,normal,7.12
363,363.18,373.95,981,729,1.0,10.77,normal,0.37
359,359.88,374.91,526,201,0.0,15.03,normal,0.02
365,366.42,376.17,40,168,1.0,9.75,normal,6.98
366,366.99,377.7,1085,115,0.0,10.71,normal,0.34
364,366.06,378.05,721,876,0.0,11.99,normal,0.52
324,320.26,380.26,1082,112,0.5,60.0,timelimit,7.63
368,369.65,381.37,223,446,1.0,11.72,normal,0.35
370,371.99,381.65,720,1042,0.0,9.66,normal,0.51
367,367.08,381.75,836,1050,0.0,14.67,normal,0.35
369,370.04,383.4,708,275,1.0,13.36,normal,0.0
374,377.7,383.91,970,346,0.0,6.21,normal,0.52
327,324.18,384.18,1052,1026,0.5,60.0,timelimit,8.36
372,374.91,386.34,517,730,0.0,11.43,normal,7.81
373,376.17,386.73,809,352,1.0,10.56,normal,7.62
375,378.05,388.5,1065,117,1.0,10.45,normal,0.53
376,380.26,388.96,1082,953,1.0,8.7,normal,7.46
371,373.95,389.08,1078,729,0.0,15.13,normal,7.32
377,381.37,390.36,1049,1023,0.0,8.99,normal,7.52
378,381.65,391.04,876,930,1.0,9.39,normal,0.34
380,383.4,391.86,168,718,0.5,8.46,normal,7.97
379,381.75,392.9,721,1057,0.0,11.15,normal,7.09
381,383.91,393.74,167,338,1.0,9.83,normal,0.03
383,386.34,394.28,1080,1081,1.0,7.94,normal,7.33
382,384.18,396.74,605,516,0.0,12.56,normal,0.13
388,390.36,398.17,262,901,1.0,7.81,normal,0.36
387,389.08,400.11,518,346,1.0,11.03,normal,7.15
392,393.74,400.4,1007,357,0.0,6.66,normal,0.04
385,388.5,400.66,1026,977,0.0,12.16,normal,16.16
391,392.9,401.68,49,1050,1.0,8.78,normal,0.16
390,391.86,403.35,708,940,0.0,11.49,normal,0.0
393,394.28,404.25,1085,797,0.0,9.97,normal,0.15
386,388.96,404.44,1058,943,0.0,15.48,normal,0.17
384,386.73,404.75,1052,352,0.0,18.02,normal,7.08
394,396.74,407.99,759,1045,1.0,11.25,normal,15.13
389,391.04,408.08,496,115,0.0,17.04,normal,15.82
399,401.68,408.93,970,1050,1.0,7.25,normal,0.36
395,398.17,409.94,510,961,1.0,11.77,normal,0.34
401,404.25,409.95,1089,939,1.0,5.7,abnormal,0.01
397,400.4,410.78,1060,730,0.0,10.38,normal,0.47
396,400.11,411.26,809,275,0.0,11.15,normal,7.8
402,404.44,412.9,1081,112,0.5,8.46,normal,1.03
398,400.66,413.61,1082,1079,0.0,12.95,normal,0.02
400,403.35,415.66,836,858,1.0,12.31,normal,0.16
404,407.99,415.72,832,977,1.0,7.73,normal,0.38
405,408.08,416.32,1054,40,0.0,8.24,normal,1.53
403,404.75,419.09,1038,779,1.0,14.34,normal,0.01
406,408.93,419.38,1049,1026,0.0,10.45,normal,0.31
358,359.79,419.79,1008,960,0.5,60.0,timelimit,0.01
410,411.26,420.07,526,699,1.0,8.81,normal,6.8
409,410.78,420.29,827,340,0.0,9.51,normal,0.5
408,409.95,421.42,1078,1057,0.0,11.47,normal,1.76
412,413.61,422.49,262,966,1.0,8.88,normal,8.01
407,409.94,424.72,720,605,1.0,14.78,normal,0.15
413,415.66,426.33,998,1044,1.0,10.67,normal,0.18
411,412.9,427.01,1065,981,0.0,14.11,normal,0.18
418,419.79,428.52,1008,939,0.0,8.73,normal,0.34
414,415.72,429.05,730,248,1.0,13.33,normal,7.47
417,419.38,429.57,759,446,0.0,10.19,normal,7.64
419,420.07,430.14,1081,699,0.0,10.07,normal,0.49
416,419.09,431.09,1052,930,0.0,12.0,normal,9.21
420,420.29,431.5,40,223,1.0,11.21,normal,22.85
421,421.42,432.58,517,732,1.0,11.16,normal,0.01
415,416.32,433.12,637,832,0.0,16.8,normal,0.16
422,422.49,433.3,779,729,1.0,10.81,normal,0.16
423,424.72,435.19,943,338,0.0,10.47,normal,0.16
431,431.5,438.56,1008,858,0.0,7.06,normal,0.16
425,427.01,438.8,1045,966,1.0,11.79,normal,0.86
429,430.14,441.03,961,971,1.0,10.89,abnormal,0.87
427,429.05,441.84,49,168,1.0,12.79,normal,0.11
424,426.33,442.65,1078,1026,0.0,16.32,normal,8.84
433,433.12,442.92,1030,901,0.0,9.8,normal,0.17
428,429.57,443.18,1085,720,0.0,13.61,normal,0.5
432,432.58,444.26,1080,939,1.0,11.68,normal,7.48
426,428.52,444.27,1060,718,0.0,15.75,normal,7.35
434,433.3,445.3,262,248,0.0,12.0,normal,6.39
430,431.09,446.49,167,115,1.0,15.4,normal,0.52
436,438.56,449.2,836,526,0.0,10.64,normal,6.46
437,438.8,449.23,1065,352,1.0,10.43,normal,0.87
435,435.19,449.56,981,637,1.0,14.37,normal,0.01
442,443.18,451.12,797,357,0.0,7.94,normal,0.17
441,442.92,451.96,1007,940,0.0,9.04,normal,0.19
445,445.3,452.66,721,729,0.0,7.36,abnormal,8.49
438,441.03,453.01,1089,201,0.0,11.98,normal,6.6
439,441.84,454.17,1038,930,0.0,12.33,normal,7.55
440,442.65,454.39,1082,1044,1.0,11.74,normal,7.13
444,444.27,456.62,961,516,1.0,12.35,normal,0.34
446,446.49,458.08,1049,1052,0.0,11.59,normal,7.34
443,444.26,458.54,998,341,0.5,14.28,normal,0.18
448,449.23,459.17,1023,953,0.0,9.94,normal,0.68
447,449.2,459.27,1079,1042,1.0,10.07,normal,0.53
452,452.66,460.24,340,901,1.0,7.58,normal,7.5
454,454.17,463.08,1058,971,1.0,8.91,normal,6.81
450,451.12,463.51,1057,977,1.0,12.39,normal,6.58
453,453.01,465.44,1085,960,0.0,12.43,normal,0.14
449,449.56,465.96,708,779,1.0,16.4,normal,7.99
451,451.96,466.62,112,275,0.0,14.66,normal,0.01
461,460.24,468.98,876,605,1.0,8.74,normal,0.14
455,454.39,469.65,167,496,0.0,15.26,normal,8.39
457,458.08,469.7,518,223,0.0,11.62,normal,15.65
459,459.17,470.53,1082,827,1.0,11.36,normal,0.71
463,463.51,471.04,1042,998,0.0,7.53,normal,0.16
465,465.96,471.87,1030,797,1.0,5.91,normal,0.33
460,459.27,471.96,446,718,1.0,12.69,normal,16.35
462,463.08,472.08,720,970,0.0,9.0,normal,0.02
464,465.44,473.11,930,699,0.0,7.67,normal,7.05
466,466.62,473.94,943,732,0.0,7.32,normal,0.17
470,470.53,478.06,1058,1080,0.0,7.53,normal,7.15
458,458.54,479.28,510,966,1.0,20.74,normal,7.65
468,469.65,480.71,1065,605,0.0,11.06,normal,0.64
476,473.94,481.11,943,341,1.0,7.17,normal,0.0
472,471.87,482.47,827,1050,0.0,10.6,normal,0.18
