round,bot_a,bot_b,outcome_a,duration_minutes,category,division,elo_diff
5,1038,930,1.0,11.92,normal,3,5.13
5,1038,1042,0.0,6.62,abnormal,3,44.38
5,1038,876,0.0,14.69,normal,3,22.04
5,1038,341,1.0,13.33,normal,3,31.67
5,1038,112,1.0,13.89,normal,3,43.13
5,1038,809,1.0,17.27,normal,3,65.26
5,1038,1057,0.0,17.0,normal,3,57.68
5,1038,352,1.0,11.53,normal,3,107.56
5,1038,117,0.0,8.72,normal,3,76.56
5,1038,1052,1.0,12.33,normal,3,112.5
5,1038,1078,1.0,11.23,normal,3,151.42
5,1038,1026,1.0,10.11,normal,3,188.91
5,1038,1049,1.0,11.6,normal,3,318.15
5,721,729,1.0,15.03,normal,3,50.81
5,721,930,0.0,10.02,normal,3,4.77
5,721,1042,0.0,10.79,normal,3,20.92
5,721,876,0.0,10.93,normal,3,0.38
5,721,341,0.0,7.95,normal,3,25.54
5,721,112,0.0,16.13,normal,3,20.89
5,721,809,0.0,13.24,normal,3,27.03
5,721,1057,1.0,15.3,normal,3,11.52
5,721,352,1.0,9.89,normal,3,70.86
5,721,117,1.0,15.36,normal,3,25.31
5,721,1052,1.0,20.83,normal,3,93.64
5,721,1078,1.0,10.91,normal,3,132.18
5,721,1026,1.0,16.18,normal,3,169.36
5,721,1049,1.0,25.77,normal,3,297.13
5,729,930,0.0,9.31,normal,3,67.82
5,729,1042,0.5,7.54,normal,3,50.39
5,729,876,1.0,9.5,normal,3,61.57
5,729,341,0.0,11.04,normal,3,18.85
5,729,112,1.0,11.31,normal,3,22.37
5,729,809,0.0,16.8,abnormal,3,0.62
5,729,1057,0.0,2.18,abnormal,3,20.44
5,729,352,0.0,6.0,abnormal,3,44.28
5,729,117,0.0,7.77,normal,3,15.65
5,729,1052,1.0,19.42,normal,3,36.09
5,729,1078,1.0,17.47,normal,3,75.11
5,729,1026,0.0,15.81,normal,3,112.78
5,729,1049,1.0,13.07,normal,3,223.73
5,930,1042,0.0,5.76,normal,3,31.5
5,930,876,1.0,10.54,normal,3,18.7
5,930,341,0.0,8.57,normal,3,42.62
5,930,112,0.0,11.6,normal,3,53.76
5,930,809,1.0,8.45,normal,3,42.48
5,930,1057,1.0,13.35,normal,3,36.95
5,930,352,1.0,8.67,abnormal,3,114.86
5,930,117,0.0,12.07,normal,3,70.77
5,930,1052,0.5,11.79,normal,3,135.36
5,930,1078,1.0,9.81,normal,3,163.36
5,930,1026,1.0,9.12,normal,3,182.42
5,930,1049,1.0,9.7,normal,3,321.99
5,1042,876,1.0,4.51,normal,3,12.22
5,1042,341,0.0,6.6,normal,3,19.74
5,1042,112,1.0,3.73,abnormal,3,31.15
5,1042,809,1.0,6.29,normal,3,52.64
5,1042,1057,0.0,8.3,normal,3,47.01
5,1042,352,0.0,10.02,normal,3,106.99
5,1042,117,1.0,7.66,normal,3,32.0
5,1042,1052,0.0,4.7,abnormal,3,120.11
5,1042,1078,1.0,10.32,normal,3,147.87
5,1042,1026,1.0,6.71,normal,3,166.88
5,1042,1049,1.0,5.61,normal,3,304.76
5,876,341,0.0,5.86,normal,3,16.37
5,876,112,0.0,10.44,normal,3,11.61
5,876,809,0.0,9.68,normal,3,17.06
5,876,1057,0.0,10.06,normal,3,19.63
5,876,352,1.0,8.82,normal,3,40.56
5,876,117,0.0,7.88,normal,3,0.69
5,876,1052,1.0,10.65,normal,3,55.58
5,876,1078,1.0,12.24,normal,3,116.19
5,876,1026,1.0,10.39,normal,3,135.48
5,876,1049,1.0,8.59,normal,3,271.88
5,341,112,0.0,8.49,normal,3,34.96
5,341,809,0.0,7.14,normal,3,39.75
5,341,1057,0.0,11.09,normal,3,3.38
5,341,352,0.0,14.39,normal,3,77.66
5,341,117,0.5,60.0,timelimit,3,5.88
5,341,1052,0.0,11.74,normal,3,83.4
5,341,1078,1.0,10.35,normal,3,126.08
5,341,1026,1.0,10.31,abnormal,3,144.77
5,341,1049,1.0,6.28,normal,3,278.73
5,112,809,1.0,10.6,normal,3,13.48
5,112,1057,0.0,14.44,normal,3,5.45
5,112,352,0.0,8.08,abnormal,3,67.35
5,112,117,1.0,12.99,normal,3,5.42
5,112,1052,1.0,12.23,normal,3,81.2
5,112,1078,0.0,13.78,normal,3,155.03
5,112,1026,1.0,26.01,normal,3,156.78
5,112,1049,0.5,60.0,timelimit,3,288.34
5,809,1057,0.0,13.65,normal,3,42.19
5,809,352,1.0,9.8,normal,3,29.8
5,809,117,0.0,8.4,normal,3,2.12
5,809,1052,1.0,13.45,normal,3,60.27
5,809,1078,1.0,11.71,normal,3,117.05
5,809,1026,0.0,10.85,normal,3,151.52
5,809,1049,1.0,8.81,normal,3,257.12
5,1057,352,0.5,60.0,timelimit,3,93.37
5,1057,117,1.0,8.51,normal,3,40.91
5,1057,1052,1.0,14.24,normal,3,128.85
5,1057,1078,1.0,13.09,normal,3,182.94
5,1057,1026,1.0,10.97,normal,3,199.46
5,1057,1049,1.0,10.79,normal,3,334.45
5,352,117,1.0,12.64,normal,3,41.2
5,352,1052,1.0,7.79,abnormal,3,46.72
5,352,1078,0.5,60.0,timelimit,3,101.56
5,352,1026,0.0,23.03,abnormal,3,111.38
5,352,1049,0.5,60.0,timelimit,3,230.22
5,117,1052,1.0,9.26,normal,3,76.96
5,117,1078,1.0,8.44,normal,3,121.92
5,117,1026,0.0,9.7,normal,3,131.11
5,117,1049,1.0,10.03,normal,3,255.38
5,1052,1078,1.0,16.34,normal,3,37.75
5,1052,1026,0.0,18.49,normal,3,32.59
5,1052,1049,1.0,11.69,normal,3,172.87
5,1078,1026,1.0,17.84,normal,3,28.18
5,1078,1049,1.0,13.87,normal,3,142.57
5,1026,1049,1.0,11.95,normal,3,158.34
6,248,730,1.0,16.08,normal,1,38.6
6,248,496,1.0,11.77,normal,1,104.6
6,248,49,1.0,13.24,normal,1,139.26
6,248,115,1.0,16.37,normal,1,162.4
6,248,446,1.0,9.88,normal,1,221.54
6,248,966,1.0,11.74,normal,1,234.98
6,248,223,1.0,13.61,normal,1,247.19
6,248,40,1.0,12.55,normal,1,265.97
6,248,1030,1.0,8.16,normal,1,275.07
6,248,262,1.0,11.42,normal,1,281.69
6,248,517,0.0,15.3,normal,1,299.78
6,248,732,1.0,12.28,normal,1,288.56
6,248,168,1.0,11.86,normal,1,292.69
6,248,797,1.0,14.57,normal,1,310.6
6,248,1045,1.0,11.3,normal,1,313.66
6,248,167,1.0,11.85,normal,1,321.13
6,248,346,1.0,10.32,normal,1,340.89
6,248,357,1.0,8.21,normal,1,343.58
6,248,510,1.0,14.18,normal,1,348.45
6,248,1060,1.0,11.38,normal,1,353.26
6,248,338,1.0,11.86,normal,1,357.82
6,248,605,1.0,11.36,normal,1,361.14
6,248,759,1.0,15.49,normal,1,372.12
6,248,637,1.0,10.34,normal,1,390.13
6,248,901,0.0,11.52,normal,1,392.68
6,248,526,1.0,9.24,normal,1,378.51
6,248,953,1.0,12.01,normal,1,383.46
6,730,496,1.0,13.06,normal,1,57.43
6,730,49,1.0,10.22,normal,1,92.41
6,730,115,1.0,12.95,normal,1,116.07
6,730,446,1.0,8.59,normal,1,175.11
6,730,966,1.0,14.8,normal,1,189.12
6,730,223,0.0,11.08,normal,1,201.9
6,730,40,1.0,11.89,normal,1,205.12
6,730,1030,0.0,7.78,normal,1,215.01
6,730,262,1.0,8.75,normal,1,206.42
6,730,517,1.0,11.77,normal,1,209.39
6,730,732,1.0,11.77,normal,1,231.57
6,730,168,1.0,12.38,normal,1,236.44
6,730,797,1.0,14.33,normal,1,254.89
6,730,1045,0.0,12.13,normal,1,258.63
6,730,167,1.0,14.02,normal,1,250.7
6,730,346,1.0,8.82,normal,1,271.13
6,730,357,1.0,9.79,normal,1,274.6
6,730,510,1.0,12.93,normal,1,280.21
6,730,1060,1.0,9.4,normal,1,285.74
6,730,338,1.0,9.47,normal,1,291.0
6,730,605,1.0,11.76,normal,1,295.0
6,730,759,1.0,11.04,normal,1,306.58
6,730,637,1.0,12.12,normal,1,325.1
6,730,901,1.0,11.1,normal,1,312.23
6,730,526,1.0,11.11,normal,1,330.94
6,730,953,1.0,10.23,normal,1,336.29
6,496,49,0.0,12.01,normal,1,27.52
6,496,115,1.0,17.27,normal,1,36.13
6,496,446,1.0,11.75,normal,1,95.77
6,496,966,1.0,9.64,normal,1,111.11
6,496,223,1.0,11.98,normal,1,109.16
6,496,40,1.0,11.71,normal,1,146.08
6,496,1030,0.0,10.22,normal,1,140.88
6,496,262,1.0,11.82,normal,1,149.75
6,496,517,1.0,10.74,normal,1,153.68
6,496,732,1.0,12.12,normal,1,176.51
6,496,168,1.0,11.81,normal,1,182.21
6,496,797,1.0,12.82,normal,1,201.29
6,496,1045,1.0,14.22,normal,1,189.79
6,496,167,0.0,15.42,normal,1,215.05
6,496,346,1.0,10.16,normal,1,219.74
6,496,357,1.0,9.35,normal,1,223.91
6,496,510,0.0,12.3,normal,1,230.17
6,496,1060,1.0,9.96,normal,1,220.33
6,496,338,1.0,9.69,normal,1,226.45
6,496,605,1.0,12.86,normal,1,231.3
6,496,759,1.0,12.14,normal,1,243.6
6,496,637,1.0,13.2,normal,1,262.74
6,496,901,1.0,11.21,normal,1,250.77
6,496,526,1.0,13.8,normal,1,270.05
6,496,953,1.0,13.16,normal,1,276.07
6,49,115,0.0,6.43,normal,1,33.04
6,49,446,0.0,11.19,normal,1,75.44
6,49,966,0.0,3.8,abnormal,1,74.89
6,49,223,1.0,13.09,normal,1,57.76
6,49,40,0.0,8.67,normal,1,95.06
6,49,1030,1.0,8.61,normal,1,59.0
6,49,262,1.0,8.91,normal,1,101.43
6,49,517,1.0,9.51,normal,1,106.26
6,49,732,1.0,12.82,normal,1,129.61
6,49,168,0.0,12.6,normal,1,136.11
6,49,797,1.0,11.36,normal,1,139.72
6,49,1045,1.0,11.75,normal,1,129.55
6,49,167,0.0,8.12,normal,1,139.51
6,49,346,0.0,7.92,normal,1,161.48
6,49,357,1.0,8.43,normal,1,150.6
6,49,510,1.0,11.78,normal,1,142.04
6,49,1060,1.0,8.03,normal,1,165.89
6,49,338,1.0,9.85,normal,1,172.84
6,49,605,1.0,11.23,normal,1,178.52
6,49,759,1.0,9.47,normal,1,191.52
6,49,637,1.0,9.85,normal,1,211.21
6,49,901,1.0,9.97,normal,1,200.18
6,49,526,1.0,10.33,normal,1,219.98
6,49,953,1.0,9.96,normal,1,226.65
6,115,446,0.0,11.97,normal,1,50.2
6,115,966,0.0,13.37,normal,1,50.23
6,115,223,0.0,20.59,normal,1,50.03
6,115,40,0.0,15.4,normal,1,54.68
6,115,1030,0.0,11.14,normal,1,36.3
6,115,262,1.0,15.46,normal,1,62.31
6,115,517,0.5,17.3,normal,1,67.9
6,115,732,1.0,12.46,normal,1,83.6
6,115,168,1.0,16.8,normal,1,74.93
6,115,797,1.0,22.27,normal,1,111.76
6,115,1045,1.0,13.92,normal,1,102.35
6,115,167,1.0,18.81,normal,1,96.68
6,115,346,1.0,8.98,normal,1,135.11
6,115,357,1.0,13.55,normal,1,156.93
6,115,510,0.0,13.17,normal,1,148.42
6,115,1060,1.0,14.86,normal,1,155.7
6,115,338,1.0,9.09,normal,1,162.71
6,115,605,1.0,15.28,normal,1,168.47
6,115,759,0.0,14.61,normal,1,181.42
6,115,637,1.0,8.24,normal,1,184.97
6,115,901,1.0,12.38,normal,1,174.56
6,115,526,1.0,14.11,normal,1,194.49
6,115,953,1.0,10.68,normal,1,201.47
6,446,966,1.0,8.62,normal,1,9.17
6,446,223,0.0,14.59,abnormal,1,25.92
6,446,40,0.0,8.11,normal,1,31.01
6,446,1030,0.0,6.97,normal,1,13.58
6,446,262,1.0,8.54,normal,1,55.53
6,446,517,0.0,8.25,normal,1,53.14
6,446,732,1.0,9.4,normal,1,68.83
6,446,168,1.0,10.29,normal,1,60.68
6,446,797,1.0,9.71,normal,1,97.03
6,446,1045,0.0,8.61,normal,1,88.13
6,446,167,1.0,9.35,normal,1,66.88
6,446,346,1.0,9.53,normal,1,105.17
6,446,357,1.0,8.82,normal,1,127.18
6,446,510,0.0,9.43,normal,1,103.41
6,446,1060,0.0,7.19,normal,1,127.46
6,446,338,0.0,6.99,normal,1,118.9
6,446,605,1.0,6.8,normal,1,109.41
6,446,759,1.0,10.16,normal,1,107.29
6,446,637,1.0,7.75,normal,1,144.21
6,446,901,1.0,9.02,normal,1,134.74
6,446,526,1.0,8.92,normal,1,155.08
6,446,953,1.0,7.14,normal,1,162.65
6,966,223,1.0,14.33,normal,1,7.43
6,966,40,0.0,12.33,normal,1,14.31
6,966,1030,1.0,8.92,normal,1,2.33
6,966,262,1.0,8.89,normal,1,71.03
6,966,517,1.0,12.63,normal,1,52.35
6,966,732,1.0,11.69,normal,1,99.7
6,966,168,1.0,10.98,normal,1,91.06
6,966,797,1.0,14.16,normal,1,125.95
6,966,1045,1.0,12.05,normal,1,100.64
6,966,167,0.0,15.22,normal,1,111.59
6,966,346,1.0,9.14,normal,1,132.08
6,966,357,1.0,12.29,normal,1,153.09
6,966,510,0.0,17.1,normal,1,113.31
6,966,1060,0.0,8.89,normal,1,136.65
6,966,338,1.0,8.04,normal,1,128.08
6,966,605,0.0,14.0,normal,1,150.6
6,966,759,1.0,16.25,normal,1,131.7
6,966,637,1.0,11.68,normal,1,167.37
6,966,901,1.0,11.27,normal,1,157.65
6,966,526,1.0,7.39,normal,1,177.14
6,966,953,0.0,8.78,normal,1,184.17
6,223,40,1.0,10.98,normal,1,2.93
6,223,1030,0.0,9.52,normal,1,13.2
6,223,262,1.0,8.84,normal,1,68.54
6,223,517,1.0,12.39,normal,1,50.34
6,223,732,0.0,10.17,normal,1,96.69
6,223,168,1.0,11.35,normal,1,72.3
6,223,797,1.0,13.48,normal,1,106.87
6,223,1045,1.0,14.03,normal,1,82.48
6,223,167,1.0,19.33,normal,1,77.59
6,223,346,1.0,8.46,normal,1,130.39
6,223,357,1.0,8.5,normal,1,151.02
6,223,510,0.0,12.56,normal,1,96.07
6,223,1060,1.0,8.75,normal,1,119.3
6,223,338,1.0,7.18,normal,1,143.25
6,223,605,1.0,8.74,normal,1,149.03
6,223,759,1.0,10.93,normal,1,162.53
6,223,637,1.0,9.46,normal,1,196.92
6,223,901,1.0,12.82,normal,1,186.86
6,223,526,1.0,10.48,normal,1,205.46
6,223,953,1.0,8.23,normal,1,195.87
6,40,1030,0.0,4.76,normal,1,8.31
6,40,262,1.0,10.03,normal,1,62.27
6,40,517,0.0,10.19,normal,1,44.61
6,40,732,0.0,9.93,normal,1,58.08
6,40,168,1.0,9.99,normal,1,51.06
6,40,797,1.0,11.0,normal,1,85.36
6,40,1045,0.0,9.3,normal,1,61.95
6,40,167,1.0,6.49,normal,1,41.62
6,40,346,1.0,7.29,normal,1,94.12
6,40,357,0.0,6.39,normal,1,115.1
6,40,510,0.0,11.61,normal,1,29.98
6,40,1060,1.0,9.01,normal,1,70.19
6,40,338,1.0,7.18,normal,1,94.71
6,40,605,1.0,8.71,normal,1,101.37
6,40,759,1.0,11.59,normal,1,115.58
6,40,637,1.0,8.3,normal,1,150.28
6,40,901,0.0,10.95,normal,1,141.23
6,40,526,1.0,10.16,normal,1,144.37
6,40,953,1.0,5.64,normal,1,136.05
6,1030,262,1.0,6.59,normal,1,92.78
6,1030,517,1.0,6.63,normal,1,58.85
6,1030,732,1.0,4.93,normal,1,87.69
6,1030,168,0.0,6.76,normal,1,112.18
6,1030,797,1.0,5.68,normal,1,128.39
6,1030,1045,1.0,5.82,normal,1,88.59
6,1030,167,1.0,8.63,normal,1,100.13
6,1030,346,1.0,5.14,normal,1,150.18
6,1030,357,0.0,5.9,normal,1,153.57
6,1030,510,0.0,6.45,normal,1,69.56
6,1030,1060,0.0,6.93,normal,1,123.97
6,1030,338,1.0,5.87,normal,1,130.81
6,1030,605,1.0,7.27,normal,1,136.59
6,1030,759,0.0,7.65,normal,1,149.77
6,1030,637,1.0,7.48,normal,1,167.1
6,1030,901,0.0,9.99,normal,1,141.91
6,1030,526,1.0,7.08,normal,1,160.97
6,1030,953,1.0,8.42,normal,1,152.5
6,262,517,1.0,8.87,normal,1,39.1
6,262,732,1.0,7.04,normal,1,8.65
6,262,168,1.0,9.59,normal,1,1.5
6,262,797,1.0,7.59,normal,1,51.83
6,262,1045,1.0,7.51,normal,1,14.52
6,262,167,1.0,12.78,normal,1,27.47
6,262,346,1.0,8.19,normal,1,78.11
6,262,357,1.0,7.83,normal,1,66.93
6,262,510,1.0,8.24,normal,1,2.46
6,262,1060,1.0,9.23,normal,1,73.24
6,262,338,1.0,7.34,normal,1,113.02
6,262,605,1.0,10.38,normal,1,119.04
6,262,759,1.0,7.98,normal,1,116.32
6,262,637,1.0,6.88,normal,1,165.99
6,262,901,1.0,9.11,normal,1,125.3
6,262,526,0.0,7.48,normal,1,176.33
6,262,953,0.0,10.76,normal,1,151.73
6,517,732,1.0,11.48,normal,1,20.85
6,517,168,0.0,6.88,normal,1,30.09
6,517,797,0.0,9.73,normal,1,62.62
6,517,1045,1.0,9.42,normal,1,9.91
6,517,167,1.0,10.55,normal,1,22.67
6,517,346,1.0,7.4,normal,1,72.29
6,517,357,1.0,8.45,normal,1,61.48
6,517,510,1.0,10.38,normal,1,1.4
6,517,1060,1.0,10.08,normal,1,67.86
6,517,338,1.0,7.46,normal,1,106.91
6,517,605,1.0,11.44,normal,1,112.93
6,517,759,1.0,10.77,normal,1,110.4
6,517,637,1.0,12.61,normal,1,159.21
6,517,901,1.0,10.97,normal,1,119.44
6,517,526,1.0,6.98,normal,1,153.61
6,517,953,1.0,9.83,normal,1,145.89
6,732,168,0.0,9.7,normal,1,14.5
6,732,797,1.0,9.82,normal,1,18.32
6,732,1045,1.0,8.82,normal,1,0.18
6,732,167,0.0,13.15,normal,1,12.52
6,732,346,0.0,5.33,normal,1,45.25
6,732,357,1.0,5.98,normal,1,19.29
6,732,510,1.0,12.65,normal,1,41.21
6,732,1060,0.0,8.19,normal,1,27.39
6,732,338,0.0,7.67,normal,1,50.51
6,732,605,1.0,10.89,normal,1,41.64
6,732,759,1.0,14.41,normal,1,40.71
6,732,637,0.0,7.39,normal,1,90.09
6,732,901,0.0,10.24,normal,1,36.5
6,732,526,1.0,10.65,normal,1,55.8
6,732,953,1.0,8.31,normal,1,50.28
6,168,797,1.0,4.41,abnormal,1,55.73
6,168,1045,1.0,10.6,normal,1,36.8
6,168,167,1.0,9.45,normal,1,32.36
6,168,346,1.0,10.07,normal,1,79.89
6,168,357,1.0,7.44,normal,1,85.75
6,168,510,1.0,10.49,normal,1,25.15
6,168,1060,0.0,9.92,normal,1,74.65
6,168,338,0.0,9.02,normal,1,96.18
6,168,605,1.0,7.89,normal,1,102.51
6,168,759,1.0,11.98,normal,1,100.26
6,168,637,1.0,9.24,normal,1,131.23
6,168,901,0.0,8.74,normal,1,93.98
6,168,526,0.0,14.71,normal,1,127.57
6,168,953,1.0,10.09,normal,1,104.63
6,797,1045,0.0,12.78,normal,1,25.23
6,797,167,1.0,13.79,normal,1,44.15
6,797,346,0.0,4.19,normal,1,4.07
6,797,357,0.0,2.34,abnormal,1,4.48
6,797,510,0.0,14.53,normal,1,77.69
6,797,1060,1.0,10.05,normal,1,58.96
6,797,338,0.5,8.47,normal,1,18.86
6,797,605,1.0,9.62,normal,1,13.92
6,797,759,1.0,11.74,normal,1,13.7
6,797,637,0.0,17.05,normal,1,45.96
6,797,901,0.0,11.77,normal,1,20.69
6,797,526,1.0,11.65,normal,1,14.79
6,797,953,1.0,9.63,normal,1,26.8
6,1045,167,1.0,9.21,normal,1,4.94
6,1045,346,0.0,7.21,normal,1,34.92
6,1045,357,0.0,6.71,normal,1,25.86
6,1045,510,0.0,12.43,normal,1,46.39
6,1045,1060,1.0,11.66,normal,1,12.77
6,1045,338,1.0,6.89,normal,1,17.37
6,1045,605,1.0,10.61,normal,1,64.56
6,1045,759,0.0,12.48,normal,1,63.2
6,1045,637,1.0,8.79,normal,1,61.59
6,1045,901,1.0,9.14,normal,1,12.12
6,1045,526,1.0,9.77,normal,1,78.03
6,1045,953,0.0,5.65,normal,1,88.34
6,167,346,1.0,10.76,normal,1,5.41
6,167,357,1.0,14.07,normal,1,13.23
6,167,510,0.0,12.31,normal,1,41.07
6,167,1060,1.0,15.39,normal,1,7.66
6,167,338,1.0,9.35,normal,1,36.63
6,167,605,1.0,11.95,normal,1,82.32
6,167,759,0.0,15.01,normal,1,64.59
6,167,637,0.0,14.44,normal,1,78.99
6,167,901,1.0,12.96,normal,1,14.26
6,167,526,0.0,10.45,normal,1,78.63
6,167,953,1.0,9.27,normal,1,56.7
6,346,357,0.0,5.26,normal,1,0.24
6,346,510,1.0,5.25,normal,1,84.98
6,346,1060,1.0,6.35,normal,1,4.39
6,346,338,1.0,5.48,normal,1,24.19
6,346,605,0.0,8.79,normal,1,69.14
6,346,759,1.0,4.97,normal,1,20.1
6,346,637,1.0,5.85,normal,1,51.19
6,346,901,1.0,7.54,normal,1,20.54
6,346,526,1.0,4.23,normal,1,67.31
6,346,953,1.0,8.99,normal,1,78.11
6,357,510,1.0,6.81,normal,1,58.84
6,357,1060,0.0,7.74,normal,1,19.36
6,357,338,0.0,6.17,normal,1,30.74
6,357,605,1.0,15.49,normal,1,42.52
6,357,759,0.0,13.11,normal,1,27.18
6,357,637,0.0,7.04,normal,1,41.4
6,357,901,1.0,8.63,normal,1,4.33
6,357,526,1.0,8.09,normal,1,41.96
6,357,953,1.0,7.95,normal,1,53.09
6,510,1060,1.0,9.75,normal,1,51.06
6,510,338,0.0,6.95,normal,1,77.46
6,510,605,0.0,11.1,normal,1,103.93
6,510,759,1.0,14.37,normal,1,55.59
6,510,637,0.0,12.87,normal,1,84.84
6,510,901,0.0,10.03,normal,1,55.19
6,510,526,1.0,11.38,normal,1,83.06
6,510,953,0.0,6.92,normal,1,93.03
6,1060,338,1.0,6.02,normal,1,2.98
6,1060,605,0.0,11.6,normal,1,46.56
6,1060,759,1.0,14.68,normal,1,16.54
6,1060,637,0.0,8.16,normal,1,30.03
6,1060,901,0.0,14.1,normal,1,2.26
6,1060,526,0.0,9.93,normal,1,46.72
6,1060,953,1.0,8.32,normal,1,25.28
6,338,605,1.0,9.53,normal,1,18.66
6,338,759,0.0,8.81,normal,1,21.95
6,338,637,1.0,7.16,normal,1,3.01
6,338,901,1.0,7.93,normal,1,7.5
6,338,526,1.0,6.41,normal,1,52.17
6,338,953,0.0,4.82,normal,1,63.09
6,605,759,0.0,13.4,normal,1,20.35
6,605,637,1.0,13.16,normal,1,21.88
6,605,901,0.0,10.43,normal,1,31.58
6,605,526,1.0,12.93,normal,1,11.27
6,605,953,1.0,7.82,normal,1,6.89
6,759,637,0.0,13.74,normal,1,22.04
6,759,901,0.0,10.52,normal,1,20.45
6,759,526,0.0,11.09,normal,1,37.17
6,759,953,1.0,12.55,normal,1,16.29
6,637,901,0.0,10.61,normal,1,33.0
6,637,526,1.0,10.06,normal,1,23.58
6,637,953,0.0,6.9,normal,1,35.49
6,901,526,1.0,8.91,normal,1,78.52
6,901,953,1.0,11.96,normal,1,72.92
6,526,953,0.0,7.46,normal,1,11.7
6,720,961,0.0,10.38,normal,2,4.25
6,720,971,0.0,10.14,normal,2,0.68
6,720,1080,0.0,7.99,normal,2,6.76
6,720,518,1.0,9.3,normal,2,14.38
6,720,998,0.0,14.27,normal,2,1.29
6,720,1054,0.0,6.44,normal,2,0.0
6,720,832,1.0,12.97,normal,2,7.04
6,720,275,0.0,11.01,normal,2,2.34
6,720,340,0.0,8.38,normal,2,5.02
6,720,718,0.0,9.18,normal,2,4.39
6,720,1050,1.0,14.13,normal,2,7.35
6,720,1082,0.0,9.98,normal,2,10.38
6,720,960,0.5,60.0,timelimit,2,2.16
6,720,970,0.0,9.99,normal,2,2.14
6,720,1008,0.0,10.28,normal,2,1.18
6,720,201,1.0,13.19,normal,2,3.97
6,720,827,1.0,8.77,normal,2,6.52
6,720,1089,0.0,17.53,normal,2,17.18
6,720,981,0.0,6.72,normal,2,20.14
6,720,516,1.0,12.03,normal,2,15.49
6,720,1058,0.0,11.57,normal,2,24.79
6,720,699,1.0,7.53,normal,2,17.87
6,720,1079,1.0,10.06,normal,2,26.54
6,720,836,1.0,11.04,normal,2,40.01
6,720,1007,0.5,60.0,timelimit,2,48.43
6,720,858,1.0,9.69,normal,2,50.48
6,961,971,1.0,9.66,normal,2,3.28
6,961,1080,1.0,12.59,normal,2,13.26
6,961,518,1.0,8.95,normal,2,37.34
6,961,998,1.0,10.36,normal,2,35.46
6,961,1054,1.0,8.47,normal,2,49.42
6,961,832,1.0,9.82,normal,2,73.42
6,961,275,1.0,7.67,normal,2,64.76
6,961,340,1.0,10.31,normal,2,72.14
6,961,718,1.0,13.94,normal,2,87.0
6,961,1050,1.0,11.54,normal,2,114.05
6,961,1082,0.0,10.94,normal,2,112.66
6,961,960,1.0,9.55,normal,2,110.37
6,961,970,0.0,9.23,normal,2,107.94
6,961,1008,1.0,12.74,normal,2,102.33
6,961,201,1.0,13.84,normal,2,129.29
6,961,827,0.0,9.53,normal,2,136.6
6,961,1089,1.0,11.22,normal,2,112.17
6,961,981,0.0,8.05,normal,2,128.96
6,961,516,1.0,10.82,normal,2,138.04
6,961,1058,0.0,8.42,normal,2,128.46
6,961,699,1.0,11.68,normal,2,135.44
6,961,1079,1.0,12.41,normal,2,141.35
6,961,836,0.0,8.97,normal,2,152.05
6,961,1007,1.0,10.58,normal,2,133.9
6,961,858,1.0,8.54,normal,2,150.07
6,971,1080,0.0,9.45,normal,2,1.82
6,971,518,0.0,9.03,normal,2,9.62
6,971,998,1.0,7.61,normal,2,7.58
6,971,1054,0.0,10.9,normal,2,7.05
6,971,832,0.0,14.0,normal,2,15.47
6,971,275,0.0,11.05,normal,2,7.68
6,971,340,0.0,7.07,normal,2,14.82
6,971,718,0.0,9.61,normal,2,14.3
6,971,1050,1.0,11.46,normal,2,1.53
6,971,1082,1.0,9.87,normal,2,16.32
6,971,960,0.0,8.43,normal,2,16.31
6,971,970,0.0,9.13,normal,2,15.98
6,971,1008,0.0,10.37,normal,2,2.69
6,971,201,0.0,17.57,normal,2,10.06
6,971,827,1.0,13.79,normal,2,12.16
6,971,1089,0.0,6.32,normal,2,0.82
6,971,981,1.0,7.53,normal,2,13.86
6,971,516,1.0,12.54,normal,2,30.2
6,971,1058,1.0,8.34,normal,2,7.14
6,971,699,0.0,6.85,normal,2,48.65
6,971,1079,1.0,9.54,normal,2,40.3
6,971,836,1.0,9.61,normal,2,36.95
6,971,1007,0.0,11.44,normal,2,53.6
6,971,858,0.0,10.19,normal,2,55.17
6,1080,518,0.0,11.49,normal,2,15.66
6,1080,998,0.0,9.64,normal,2,14.72
6,1080,1054,1.0,6.93,normal,2,3.5
6,1080,832,0.0,8.83,normal,2,20.97
6,1080,275,0.0,10.9,normal,2,1.78
6,1080,340,0.0,14.48,normal,2,8.88
6,1080,718,0.0,8.82,normal,2,8.51
6,1080,1050,1.0,12.39,normal,2,19.82
6,1080,1082,1.0,9.76,normal,2,4.89
6,1080,960,0.0,8.13,normal,2,20.28
6,1080,970,0.0,7.39,normal,2,11.36
6,1080,1008,0.0,9.54,normal,2,1.51
6,1080,201,1.0,14.29,normal,2,13.88
6,1080,827,1.0,9.56,normal,2,24.08
6,1080,1089,1.0,11.95,normal,2,18.33
6,1080,981,1.0,7.1,normal,2,37.15
6,1080,516,0.0,10.98,normal,2,79.02
6,1080,1058,0.0,7.28,normal,2,39.4
6,1080,699,1.0,9.46,normal,2,47.22
6,1080,1079,0.0,7.78,normal,2,71.09
6,1080,836,1.0,9.04,normal,2,51.12
6,1080,1007,1.0,7.43,normal,2,51.08
6,1080,858,1.0,12.01,normal,2,68.67
